userID,Gender,Age,DAT,Tenant,Price,category_big,category_mid,category_small,Address
KUZ33213,여성,50대,2022-05-14 12:42,SPAO,29000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 노원구
GOB94095,여성,30대,2022-11-28 4:31,로샤,39000,전문점/일반테넌트,패션잡화,언더웨어,서울특별시 관악구
ZYS69618,남성,30대,2025-04-11 10:51,유치회관,57000,F&B,레스토랑,한식,서울특별시 성북구
OUE60626,여성,30대,2022-01-31 17:18,오마뎅,26000,F&B,레스토랑,델리,서울특별시 마포구
JNJ95182,여성,30대,2022-04-24 13:56,봉명동내커피,11000,F&B,카페,커피,서울특별시 서초구
QNE85394,여성,20대,2021-04-07 2:42,간식여왕,35100,F&B,카페,기타음료,서울특별시 송파구
EVW18406,여성,30대,2021-03-19 10:58,토이플러스,68700,전문점/일반테넌트,라이프스타일,취미,서울특별시 강동구
KQJ10493,여성,30대,2024-01-04 13:52,솔브,37000,전문점/일반테넌트,패션잡화,언더웨어,서울특별시 서초구
MFD92152,여성,20대,2021-02-26 8:36,주크,85800,전문점/일반테넌트,패션의류,여성패션,서울특별시 은평구
MUG00952,여성,30대,2024-07-03 4:01,락빈칼국수,12500,F&B,레스토랑,한식,서울특별시 강남구
ZSB05237,여성,30대,2022-08-22 15:17,양키캔들,70000,전문점/일반테넌트,H&B,코스메틱,서울특별시 성동구
QBY23103,남성,40대,2024-07-05 16:13,동네카페,24700,F&B,카페,커피,서울특별시 양천구
QDR95059,남성,40대,2021-09-08 14:21,트리아농,32200,F&B,레스토랑,양식,서울특별시 중랑구
BQL45795,남성,40대,2022-02-08 8:02,SPAO,6000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 영등포구
JKG18365,여성,50대,2022-07-10 23:08,보떼,28000,전문점/일반테넌트,H&B,코스메틱,서울특별시 강동구
FCR97392,여성,40대,2024-03-17 4:21,델리이노밸리,62450,F&B,레스토랑,델리,서울특별시 송파구
MLM68053,남성,30대,2024-04-27 1:30,더블에잇,39000,전문점/일반테넌트,패션의류,남성패션,서울특별시 종로구
SWZ32701,여성,30대,2021-12-21 2:29,트리아농,39700,F&B,레스토랑,양식,서울특별시 중구
BCX64491,남성,30대,2023-08-12 10:39,아이앱스튜디오,414600,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 마포구
UNZ61904,여성,40대,2023-09-02 3:27,이디야,12900,F&B,카페,커피,서울특별시 양천구
JFF52182,여성,40대,2025-09-08 20:16,던킨도너츠,12000,F&B,테이크아웃,베이커리,서울특별시 중랑구
PGV52962,여성,30대,2025-06-10 9:29,한스,6000,F&B,카페,베이커리,서울특별시 중랑구
TCT76265,여성,40대,2025-10-05 8:22,안경박사,80000,전문점/일반테넌트,패션잡화,아이웨어,서울특별시 마포구
URQ93346,여성,30대,2021-09-14 16:25,헤라,7200,전문점/일반테넌트,H&B,H&B멀티샵,서울특별시 중구
TPC38761,남성,40대,2023-10-25 0:12,라인프렌즈,74100,전문점/일반테넌트,라이프스타일,리빙소품,서울특별시 중랑구
GKL29328,여성,40대,2021-12-15 18:56,타이거커피,12300,F&B,카페,커피,서울특별시 서초구
CTE08266,남성,40대,2024-08-10 7:29,파리바게트,17100,F&B,카페,베이커리,서울특별시 은평구
FGK22093,여성,40대,2025-02-07 23:19,H&M,178000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 관악구
MEZ18738,여성,30대,2025-09-09 18:41,포메인,11500,F&B,레스토랑,아시안,서울특별시 서대문구
VMI33657,여성,20대,2024-10-23 8:06,지오다노,39900,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 중랑구
PGH89889,여성,40대,2025-04-21 14:40,플레이모빌,29500,전문점/일반테넌트,문화/레크리에이션,문화/전시,서울특별시 종로구
EAE16528,남성,40대,2021-01-11 9:37,롤링파스타,25000,F&B,레스토랑,양식,서울특별시 서대문구
LYP65616,여성,40대,2024-12-12 0:38,베이직하우스,76400,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 영등포구
OAP40092,여성,30대,2021-02-18 9:57,앱토,178000,전문점/일반테넌트,패션의류,포멀신발,서울특별시 도봉구
XNC76640,여성,30대,2022-03-21 22:34,유니언,2590,F&B,카페,커피,서울특별시 양천구
YNJ83639,여성,60대,2025-12-25 22:10,알파문구,35100,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 성동구
IKB68461,여성,40대,2025-09-01 10:16,슈퍼타이,7200,F&B,레스토랑,중식,서울특별시 은평구
QGT07019,여성,40대,2022-04-27 17:27,메가커피,12300,F&B,카페,기타음료,서울특별시 구로구
XNC76640,여성,30대,2022-12-25 17:27,아이레시피,7000,전문점/일반테넌트,H&B,H&B멀티샵,서울특별시 양천구
VPY97224,여성,30대,2025-11-19 16:40,국수나무,15570,F&B,레스토랑,한식,서울특별시 양천구
WCO45197,여성,60대,2021-12-15 18:00,프로스펙스,109000,전문점/일반테넌트,패션의류,스포츠,서울특별시 종로구
BDP70011,여성,60대,2024-09-15 23:20,무지,35520,전문점/일반테넌트,라이프스타일,홈퍼니싱토탈,서울특별시 구로구
WCE06690,여성,40대,2025-08-02 3:04,라인프렌즈,200,전문점/일반테넌트,라이프스타일,리빙소품,서울특별시 성동구
BJA59380,여성,40대,2021-05-07 0:42,소프레소,9300,F&B,카페,커피,서울특별시 종로구
OUE60626,여성,30대,2022-05-25 8:06,오마뎅,31500,F&B,레스토랑,델리,서울특별시 마포구
CJW86741,여성,40대,2024-11-06 11:13,무지,29900,전문점/일반테넌트,라이프스타일,홈퍼니싱토탈,서울특별시 양천구
KUZ33213,여성,50대,2023-02-08 3:47,원더플레이스,51000,전문점/일반테넌트,패션의류,캐주얼신발,서울특별시 노원구
BIT97817,남성,30대,2022-10-28 21:27,크리스틴다트너,2000,F&B,카페,기타음료,서울특별시 금천구
OPU13950,여성,50대,2025-08-06 11:57,무지,63830,전문점/일반테넌트,라이프스타일,홈퍼니싱토탈,서울특별시 강북구
VPY97224,여성,30대,2021-06-29 14:13,H&M,39000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 양천구
RPU32278,여성,40대,2021-04-05 21:09,유니언,8100,F&B,카페,커피,서울특별시 중랑구
RZT41647,여성,40대,2022-09-07 9:08,헬로키즈,105000,전문점/일반테넌트,키즈,키즈패션의류,서울특별시 용산구
QHO03933,여성,50대,2022-08-27 22:26,멜본,135000,전문점/일반테넌트,패션의류,여성패션,서울특별시 금천구
XFA26932,여성,60대,2024-10-14 11:05,알파문구,5000,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 서초구
MUC03355,여성,40대,2021-07-24 18:39,원더플레이스,38000,전문점/일반테넌트,패션의류,캐주얼신발,서울특별시 마포구
PHD37522,여성,50대,2023-12-17 20:05,나이키,87000,전문점/일반테넌트,패션잡화,스포츠,서울특별시 종로구
HKS98200,여성,30대,2022-05-27 12:07,폰토피아,9900,전문점/일반테넌트,라이프스타일,기타라이프스타일,서울특별시 금천구
ZXG30282,여성,40대,2025-09-28 4:42,혜태,18000,F&B,테이크아웃,스위트,서울특별시 강서구
QAY22041,여성,30대,2022-01-10 6:31,닭칼국수,17000,F&B,푸드코트,일식,서울특별시 서대문구
ORL92581,여성,40대,2024-11-14 11:28,알로봇,7500,전문점/일반테넌트,키즈,키즈패션의류,서울특별시 서대문구
WZB48203,여성,40대,2024-08-18 3:03,홍콩반점0410,36000,F&B,레스토랑,중식,서울특별시 도봉구
LQT70859,여성,30대,2025-03-02 2:26,잭슨피자,87600,F&B,레스토랑,양식,서울특별시 중랑구
JBT70878,여성,40대,2024-12-29 19:18,돼지게티,45000,F&B,레스토랑,양식,서울특별시 강동구
JOQ82615,남성,40대,2021-12-28 19:01,모닝글로리,1391840,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 성동구
PSE46203,여성,30대,2023-11-30 12:29,벤더커피,20160,F&B,카페,커피,서울특별시 강동구
HIG74624,여성,40대,2022-05-05 12:09,유니언,17600,F&B,카페,커피,서울특별시 광진구
XII29055,여성,30대,2025-08-28 4:01,아이레시피,10000,전문점/일반테넌트,H&B,H&B멀티샵,서울특별시 금천구
CTN99147,여성,30대,2025-05-28 5:30,애슐리,8100,F&B,레스토랑,양식,서울특별시 광진구
CBY32066,여성,20대,2022-09-19 23:40,아디다스,169000,전문점/일반테넌트,패션잡화,캐주얼신발,서울특별시 마포구
RSR51523,여성,30대,2025-06-07 21:13,교보문고,19800,전문점/일반테넌트,라이프스타일,도서/음반,서울특별시 동대문구
GOB94095,여성,30대,2022-06-07 15:56,드로우핏,69200,전문점/일반테넌트,패션잡화,가방,서울특별시 관악구
FLS16904,남성,50대,2024-01-17 11:30,크리스틴다트너,5500,F&B,카페,기타음료,서울특별시 성동구
SXW22448,여성,50대,2021-03-24 17:55,모닝글로리,3600,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 성북구
ILG83751,남성,30대,2023-09-27 20:51,오마뎅,35500,F&B,레스토랑,델리,서울특별시 종로구
ZMU60204,남성,30대,2023-10-27 22:08,간식여왕,12600,F&B,카페,기타음료,서울특별시 서초구
SGV33298,여성,40대,2021-03-03 7:58,로샤,26800,전문점/일반테넌트,패션잡화,언더웨어,서울특별시 노원구
ZYS10671,남성,40대,2021-03-09 13:45,알로봇,18000,전문점/일반테넌트,라이프스타일,리빙소품,서울특별시 금천구
HOH40262,남성,30대,2021-01-20 1:27,원더플레이스,441000,전문점/일반테넌트,패션의류,캐주얼신발,서울특별시 서초구
YEV79899,여성,40대,2024-04-30 11:41,베이직하우스,134600,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 강북구
VTW94447,여성,30대,2024-06-29 13:57,원더플레이스,39000,전문점/일반테넌트,패션의류,캐주얼신발,서울특별시 용산구
YOJ63578,여성,30대,2021-06-08 12:42,H&M,39000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 강남구
VFN79152,여성,50대,2023-04-07 12:52,캘빈클라인,71000,전문점/일반테넌트,패션잡화,언더웨어,서울특별시 송파구
XNC76640,여성,30대,2022-12-02 0:32,SPAO,30000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 양천구
YET09768,여성,30대,2024-08-20 14:33,솔브,61000,전문점/일반테넌트,패션잡화,언더웨어,서울특별시 영등포구
BMJ59363,여성,40대,2024-11-29 0:56,파리바게트,12500,F&B,카페,베이커리,서울특별시 종로구
VFJ13553,여성,60대,2022-04-08 12:56,H&M,94000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 종로구
XCC94476,남성,40대,2024-05-30 20:37,H&M,35000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 용산구
YNT13586,여성,40대,2023-05-03 21:29,유니언,9900,F&B,카페,커피,서울특별시 성북구
FCD59194,여성,30대,2024-06-19 1:49,SPAO,183000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 성북구
MNG82992,남성,50대,2025-11-26 0:27,감미옥,75000,F&B,레스토랑,한식,서울특별시 성북구
JSP15149,여성,30대,2021-05-20 6:44,양키캔들,200000,전문점/일반테넌트,H&B,코스메틱,서울특별시 구로구
MLM68053,남성,30대,2024-03-14 16:03,배스킨라빈스,2000,F&B,테이크아웃,스위트,서울특별시 종로구
EPX03639,여성,40대,2025-01-02 7:01,커피빈,5500,F&B,카페,커피,서울특별시 양천구
URO56777,남성,30대,2022-05-12 6:23,트리아농,44100,F&B,레스토랑,양식,서울특별시 노원구
PGO36268,남성,40대,2024-03-04 16:56,연식당,71000,F&B,레스토랑,한식,서울특별시 종로구
PZG66362,여성,20대,2023-08-23 7:32,롤링파스타,40800,F&B,레스토랑,양식,서울특별시 강동구
LYB62475,남성,40대,2021-07-24 10:39,해올,9300,F&B,레스토랑,한식,서울특별시 성동구
OPH40040,여성,20대,2023-01-21 1:12,아베크롬비,42000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 은평구
OCH09887,여성,30대,2022-03-06 10:29,클루,20800,전문점/일반테넌트,패션잡화,가방,서울특별시 강남구
YEV79899,여성,40대,2024-10-21 4:32,메가커피,21500,F&B,카페,기타음료,서울특별시 강북구
MIQ95053,여성,30대,2023-09-17 15:15,공차,8200,F&B,카페,기타음료,서울특별시 강동구
CWL31911,남성,30대,2024-03-14 22:59,보배반점,118400,F&B,레스토랑,중식,서울특별시 도봉구
RIA42720,여성,30대,2024-08-20 11:12,동네카페,7800,F&B,카페,커피,서울특별시 서초구
LDY88179,여성,50대,2021-12-12 0:54,무신사,19900,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 광진구
MUC94979,여성,30대,2022-07-06 18:58,애슐리,12000,F&B,레스토랑,양식,서울특별시 성동구
XNE45935,여성,30대,2023-01-24 20:28,아이레시피,16950,전문점/일반테넌트,H&B,H&B멀티샵,서울특별시 서대문구
AYH77449,남성,40대,2022-02-15 11:24,올리브영,2000,전문점/일반테넌트,H&B,H&B멀티샵,서울특별시 강서구
MFD92152,여성,20대,2025-12-12 12:35,지오다노,39900,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 은평구
OGB88245,남성,50대,2025-08-27 7:01,사위식당,16000,F&B,레스토랑,한식,서울특별시 양천구
VYG65951,남성,20대,2025-04-09 8:02,벤더커피,5100,F&B,카페,커피,서울특별시 강북구
KSQ72762,여성,20대,2023-12-21 7:39,한스,10100,F&B,카페,베이커리,서울특별시 구로구
OPU13950,여성,50대,2024-08-10 3:32,교보문고,39700,전문점/일반테넌트,라이프스타일,도서/음반,서울특별시 강북구
RUL27261,여성,30대,2023-04-14 22:21,프라이스클럽,8900,전문점/일반테넌트,라이프스타일,리빙소품,서울특별시 성동구
JOQ82615,남성,40대,2022-03-03 16:56,동네카페,11900,F&B,카페,커피,서울특별시 성동구
BCX64491,남성,30대,2025-07-13 12:39,훠시즌,8500,F&B,레스토랑,중식,서울특별시 마포구
MUC21416,여성,20대,2025-07-06 5:31,솔브,60000,전문점/일반테넌트,패션잡화,언더웨어,서울특별시 강북구
QUZ29780,여성,30대,2025-04-04 18:41,국수나무,7500,F&B,레스토랑,한식,서울특별시 중랑구
LXQ84918,여성,60대,2022-09-28 5:10,SPAO,47100,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 은평구
IZS61732,여성,30대,2021-04-13 3:53,메가커피,15800,F&B,카페,기타음료,서울특별시 중랑구
NXO27070,여성,30대,2022-07-05 5:53,지오다노,39900,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 도봉구
KQJ10493,여성,30대,2023-09-13 14:47,닭칼국수,21000,F&B,푸드코트,일식,서울특별시 서초구
JNJ95182,여성,30대,2024-10-07 7:13,헬로키즈,900,전문점/일반테넌트,키즈,키즈패션의류,서울특별시 서초구
KSI99271,여성,40대,2021-10-30 2:45,뽀르게따,58500,F&B,레스토랑,양식,서울특별시 은평구
PGU34545,남성,60대,2024-05-27 6:28,원더플레이스,39000,전문점/일반테넌트,패션의류,캐주얼신발,서울특별시 금천구
VFJ13553,여성,60대,2025-08-12 20:10,베이직하우스,9900,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 종로구
ELW85947,여성,40대,2021-02-03 16:39,지오다노,39900,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 구로구
ZIC07945,남성,30대,2021-09-27 18:16,닭칼국수,12500,F&B,푸드코트,일식,서울특별시 중구
ERB64630,여성,40대,2025-10-21 10:59,아이레시피,5000,전문점/일반테넌트,H&B,H&B멀티샵,서울특별시 강동구
PCX72739,여성,30대,2022-03-28 12:44,메리제임스,14000,전문점/일반테넌트,라이프스타일,취미,서울특별시 영등포구
XGJ59324,여성,50대,2024-02-17 10:56,마인드브릿지,99000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 양천구
ERB64630,여성,40대,2023-01-19 4:07,리안헤어,27000,전문점/일반테넌트,서비스,뷰티케어,서울특별시 강동구
QUZ29780,여성,30대,2023-07-28 16:00,메가커피,10700,F&B,카페,기타음료,서울특별시 중랑구
DZT47703,여성,40대,2023-06-06 10:56,타이거커피,6500,F&B,카페,커피,서울특별시 구로구
KMU74140,여성,40대,2024-09-12 5:42,뽀르게따,113400,F&B,레스토랑,양식,서울특별시 동대문구
VJK12913,여성,40대,2021-07-22 20:50,동이버섯마을삼계탕,90000,F&B,레스토랑,한식,서울특별시 송파구
JQD87742,여성,30대,2025-01-30 7:19,라이라이,32500,F&B,레스토랑,중식,서울특별시 종로구
FRZ84208,여성,20대,2023-09-25 21:22,스튜디오톰보이,29000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 양천구
XOD47771,남성,30대,2021-07-21 5:36,밥상머리,6000,F&B,레스토랑,한식,서울특별시 구로구
CKC39576,여성,40대,2023-05-28 0:01,오마뎅,21500,F&B,레스토랑,델리,서울특별시 관악구
PQM71949,여성,40대,2021-04-15 9:54,벤더커피,10900,F&B,카페,커피,서울특별시 송파구
IDX83215,여성,40대,2023-05-13 6:41,송지오,194000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 마포구
ZQU16043,여성,40대,2022-08-11 9:36,베이직하우스,86900,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 강서구
VNX81686,여성,30대,2023-01-01 15:47,국수나무,7380,F&B,레스토랑,한식,서울특별시 강북구
QBO18752,남성,30대,2022-12-18 20:54,아디다스,595000,전문점/일반테넌트,패션잡화,캐주얼신발,서울특별시 강서구
RHN11216,여성,30대,2025-09-14 9:46,H&M,140000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 송파구
NBR42956,여성,40대,2021-01-22 5:30,베이직하우스,30800,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 은평구
WCE06690,여성,40대,2022-12-17 17:47,지오지아,39600,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 성동구
URO56777,남성,30대,2024-09-07 4:26,제이제인,55000,전문점/일반테넌트,패션의류,여성패션,서울특별시 노원구
BDN71434,여성,30대,2024-08-08 10:15,H&M,38000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 서초구
AET92473,여성,30대,2025-10-11 13:49,멜본,69900,전문점/일반테넌트,패션의류,여성패션,서울특별시 성북구
TCF01810,여성,40대,2023-11-02 4:41,무지,39000,전문점/일반테넌트,라이프스타일,홈퍼니싱토탈,서울특별시 동작구
NOT94984,여성,50대,2022-07-23 5:59,알파문구,1000,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 성동구
IOT16717,여성,20대,2025-03-07 10:56,잭슨피자,5000,F&B,레스토랑,양식,서울특별시 용산구
TXR15704,남성,40대,2023-10-20 17:21,H&M,29000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 은평구
YIT38176,여성,50대,2022-07-02 4:34,아디다스,45000,전문점/일반테넌트,패션잡화,캐주얼신발,서울특별시 성북구
CWL31911,남성,30대,2021-07-26 20:59,델리이노밸리,62700,F&B,레스토랑,델리,서울특별시 도봉구
AHB98279,남성,40대,2022-01-25 21:35,클로리스,16200,F&B,카페,기타음료,서울특별시 광진구
CFJ23064,여성,20대,2024-12-31 3:11,롤링파스타,17000,F&B,레스토랑,양식,서울특별시 서초구
EPC67965,남성,30대,2024-10-27 8:04,원더플레이스,58000,전문점/일반테넌트,패션의류,캐주얼신발,서울특별시 강남구
AYH77449,남성,40대,2022-07-20 14:14,클루,15800,전문점/일반테넌트,패션잡화,가방,서울특별시 강서구
ERX34167,남성,40대,2021-02-07 17:42,라페르바,36100,전문점/일반테넌트,H&B,뷰티케어,서울특별시 동대문구
VYG65951,남성,20대,2024-08-18 23:11,벤더커피,26700,F&B,카페,커피,서울특별시 강북구
ZUS90165,여성,30대,2022-02-09 20:36,풋마트,39000,전문점/일반테넌트,패션잡화,신발멀티,서울특별시 종로구
YSG46983,여성,40대,2025-12-14 16:19,청년밥상,9500,F&B,레스토랑,한식,서울특별시 용산구
LYP65616,여성,40대,2023-11-23 21:47,돼지게티,94000,F&B,레스토랑,양식,서울특별시 영등포구
EAN90515,남성,50대,2023-02-09 16:46,훠시즌,15680,F&B,레스토랑,중식,서울특별시 강북구
JEY41405,남성,40대,2021-06-29 20:14,알파문구,7000,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 동대문구
DGJ18606,여성,30대,2021-03-18 3:46,공차,13570,F&B,카페,기타음료,서울특별시 중랑구
XIY42665,여성,20대,2025-04-17 23:48,알파문구,14000,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 노원구
SSQ65652,남성,20대,2025-04-12 7:01,토이플러스,186300,전문점/일반테넌트,라이프스타일,취미,서울특별시 서초구
KGR07249,여성,40대,2022-10-23 1:36,SPAO,28440,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 관악구
PSE46203,여성,30대,2024-07-17 21:49,H&M,35000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 강동구
ERF24917,여성,20대,2022-08-05 19:19,트리아농,38100,F&B,레스토랑,양식,서울특별시 서대문구
OZM33968,남성,40대,2021-09-24 8:46,프라이스클럽,13800,전문점/일반테넌트,라이프스타일,리빙소품,서울특별시 서초구
NUL88388,남성,30대,2025-11-30 1:57,나이키,118000,전문점/일반테넌트,패션잡화,스포츠,서울특별시 관악구
HTC41471,남성,30대,2025-08-26 8:52,주크,83800,전문점/일반테넌트,패션의류,여성패션,서울특별시 은평구
WIV28697,남성,40대,2024-12-04 20:00,유니언,2000,F&B,카페,커피,서울특별시 강동구
KHW74670,여성,30대,2025-11-24 22:44,몽블랑,72000,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 송파구
TSA09730,여성,20대,2023-05-09 10:52,벤더커피,4100,F&B,카페,커피,서울특별시 성동구
KDE86610,여성,50대,2023-11-06 13:32,스튜디오톰보이,98100,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 노원구
MJD76148,남성,40대,2023-08-06 16:39,육쌈냉면,51000,F&B,레스토랑,한식,서울특별시 강동구
PGV52962,여성,30대,2022-02-21 18:12,홍콩반점0410,57000,F&B,레스토랑,중식,서울특별시 중랑구
PHD37522,여성,50대,2023-06-24 17:17,아레나 수영복,70000,전문점/일반테넌트,패션의류,스포츠,서울특별시 종로구
ITQ12164,여성,30대,2025-05-20 14:10,모닝글로리,11400,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 동작구
TCT76265,여성,40대,2021-07-18 15:52,룰루레몬,37920,전문점/일반테넌트,패션의류,스포츠,서울특별시 마포구
MII97129,여성,30대,2021-07-16 9:38,아이앱스튜디오,119500,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 구로구
HZK93227,남성,30대,2022-05-21 3:48,아이레시피,67200,전문점/일반테넌트,H&B,H&B멀티샵,서울특별시 광진구
RUL27261,여성,30대,2022-05-10 5:14,해올,9800,F&B,레스토랑,한식,서울특별시 성동구
OZM33968,남성,40대,2024-03-08 23:13,리안헤어,23000,전문점/일반테넌트,서비스,뷰티케어,서울특별시 서초구
XRX32505,남성,30대,2023-06-12 19:02,교동짬뽕,14400,F&B,레스토랑,양식,서울특별시 용산구
FDH70798,여성,30대,2023-11-28 1:22,베이직하우스,38700,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 송파구
XSB86841,여성,40대,2023-01-02 0:34,교보문고,31000,전문점/일반테넌트,라이프스타일,도서/음반,서울특별시 도봉구
VRP36989,남성,50대,2022-11-19 15:58,아이앱스튜디오,53700,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 동대문구
FIG95983,여성,30대,2022-08-09 16:53,오봉집,8500,F&B,레스토랑,한식,서울특별시 성동구
QDO96369,남성,30대,2025-04-22 12:05,모닝글로리,90300,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 강북구
WEM12996,여성,50대,2024-12-11 19:27,무지,15900,전문점/일반테넌트,라이프스타일,홈퍼니싱토탈,서울특별시 광진구
RPU32278,여성,40대,2021-07-06 14:03,후아유,99800,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 중랑구
HZK93227,남성,30대,2025-10-23 20:16,H&M,157000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 광진구
WHR57311,여성,30대,2021-08-28 4:47,차바이오에프엔씨,14400,전문점/일반테넌트,H&B,H&B멀티샵,서울특별시 성북구
HOH40262,남성,30대,2023-05-27 2:44,김가네,9500,F&B,레스토랑,분식,서울특별시 서초구
ZYS69618,남성,30대,2024-05-09 5:35,프라이스클럽,3460,전문점/일반테넌트,라이프스타일,리빙소품,서울특별시 성북구
WBP64316,여성,50대,2024-01-04 7:32,밥상머리,7000,F&B,레스토랑,한식,서울특별시 도봉구
KSI99271,여성,40대,2024-01-06 10:06,테이스팅룸,84000,F&B,레스토랑,양식,서울특별시 은평구
FWH07330,여성,40대,2024-11-07 5:48,동네카페,10500,F&B,카페,커피,서울특별시 광진구
GLT63202,여성,40대,2024-05-09 21:33,M&M,1400,F&B,테이크아웃,스위트,서울특별시 성동구
YWY30265,여성,30대,2024-02-22 6:10,베이직하우스,29800,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 서대문구
TWK00435,여성,40대,2022-12-15 13:54,뽀르게따,94000,F&B,레스토랑,양식,서울특별시 강동구
FZP84496,남성,30대,2023-02-27 16:28,알파문구,3000,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 중구
MIQ95053,여성,30대,2021-05-10 6:30,베이직하우스,88500,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 강동구
KYG75488,여성,50대,2025-12-10 21:20,소프레소,15600,F&B,카페,커피,서울특별시 동대문구
ZUS90165,여성,30대,2021-05-11 11:50,룰루레몬,41400,전문점/일반테넌트,패션의류,스포츠,서울특별시 종로구
VAL73376,남성,30대,2025-08-22 18:18,라이라이,12000,F&B,레스토랑,중식,서울특별시 구로구
GSC22078,여성,30대,2021-09-26 9:01,감미옥,54000,F&B,레스토랑,한식,서울특별시 중구
AVW21188,여성,30대,2022-07-20 19:52,H&M,136000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 서대문구
YOJ63578,여성,30대,2025-09-04 8:41,SPAO,16100,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 강남구
ROY46944,남성,50대,2022-07-24 23:48,모닝글로리,6200,전문점/일반테넌트,라이프스타일,문구/선물,서울특별시 성동구
YRK75844,여성,30대,2022-02-06 3:44,닭칼국수,20000,F&B,푸드코트,일식,서울특별시 도봉구
RSR51523,여성,30대,2023-12-20 17:24,아이앱스튜디오,299000,전문점/일반테넌트,패션의류,유니섹스캐주얼,서울특별시 동대문구
YPH79319,여성,30대,2021-04-01 7:00,응응스크르,2000,F&B,테이크아웃,아이스크림,서울특별시 강동구
RPU32278,여성,40대,2023-10-29 15:25,유니언,17360,F&B,카페,커피,서울특별시 중랑구
NVY67744,여성,40대,2021-02-11 4:53,무지,56900,전문점/일반테넌트,라이프스타일,홈퍼니싱토탈,서울특별시 동대문구
ABF22834,여성,30대,2024-11-06 0:43,한스,41000,F&B,카페,베이커리,서울특별시 동대문구
GOW05110,여성,20대,2024-01-10 17:25,타미슈즈,178000,전문점/일반테넌트,패션잡화,포멀신발,서울특별시 도봉구
ATO42696,여성,30대,2023-07-02 1:03,홍콩반점0410,38000,F&B,레스토랑,중식,서울특별시 구로구
ZLH69866,여성,40대,2021-03-14 21:50,로봇커피,6000,F&B,카페,커피,서울특별시 서초구
UDU22052,여성,40대,2023-08-17 23:17,솔브,10500,전문점/일반테넌트,패션잡화,언더웨어,서울특별시 강북구
MGH55293,여성,20대,2022-11-07 9:52,멜본,5900,전문점/일반테넌트,패션의류,여성패션,서울특별시 관악구
MOX46726,여성,30대,2024-01-24 3:30,동네카페,27900,F&B,카페,커피,서울특별시 강서구
